Phi,Theta,Tipo,PhiNorm,ThetaNorm
1.0294563774189436,1.1701550092905688,0,0.12421643802990694,0.6298161154485845
2.3067542222007145,1.1865635559876133,0,0.9931032822277629,0.6568138085033794
1.5139940342943359,1.3265298726919637,1,0.45382507026666874,0.8871064557537846
2.316892668657087,0.9663282346835484,0,1.0,0.29445108899073374
1.7783273608047159,0.850223412838432,0,0.6336388473165832,0.10341879342974404
0.8604562642264748,0.912855000060254,0,0.00925345142440389,0.20646925844465816
1.5832013602282582,0.8742192259413328,0,0.5009036238489556,0.14290014474704454
1.8889423355118797,1.3255860919659521,0,0.7088851155906474,0.8855536124202259
1.5009230645046665,0.8904429770246162,0,0.4449334920513373,0.169593785569164
2.22113724853864,1.1548861272637696,0,0.9348620017316537,0.6046935620707372
1.5038437049649938,1.0496257126067845,0,0.44692026912371535,0.4315040396713169
1.561961321375048,0.8193469295339796,0,0.486455004519328,0.052616377209954615
1.8614192874811448,1.0014029104771065,0,0.6901624547454652,0.35216097326960705
1.0694386121301065,1.048678104503165,0,0.15141450924257363,0.4299448989874949
1.9513930832469784,1.345794850817419,0,0.7513674804823044,0.9188039592403098
1.7902281601556571,1.1417010594463197,0,0.6417344125238021,0.5829995985275622
1.577883290739647,1.1657851300472002,1,0.49728598632293775,0.6226261637315177
0.8551830500736941,0.878044530793469,0,0.005666326915654788,0.149194084615442
1.1827561306273116,0.8858936805447136,0,0.22849919347782402,0.16210863089658167
1.1747400237254273,0.835008754050285,0,0.22304620547100495,0.07838545589657805
1.7815627971255086,1.0747382654681537,0,0.635839765501689,0.47282281131461384
0.9030523059041685,0.909942911957383,0,0.03822957502772451,0.20167787367418408
2.163368069519092,1.1161364832711604,0,0.8955642922308817,0.5409370933346319
2.085829777496804,1.027747678105933,0,0.8428185664512786,0.39550716127607216
1.5001964413331172,1.1552341427877306,1,0.4444392038028855,0.6052661670958913
1.6011933987023366,1.283572409155399,1,0.5131427782437549,0.8164266791479983
1.3070659646875464,1.2493349525125905,1,0.31306144327776053,0.7600943078243463
1.5820914236427601,0.9105846241746511,0,0.5001485851545954,0.2027337105981475
1.8206735352711103,0.8494291287972742,0,0.6624449977741873,0.1021119234712143
1.4232765710576905,1.0831857648703762,0,0.3921141618302805,0.4867218482099927
2.241923773617007,0.8955723653082585,0,0.9490021165458828,0.1780333904285986
1.0396500300523135,0.9749562749860258,0,0.13115071001951575,0.30864717765424954
1.180161620566457,1.0041510764339137,0,0.226734267882572,0.35668264982849934
0.9029888041807533,0.9757070359092781,0,0.03818637773252453,0.30988243714052394
2.255526342655058,0.9025106226945777,0,0.9582553172247542,0.18944920602211185
1.3673534938029799,1.1792751369861323,1,0.3540722702603623,0.6448218568278443
2.081042515042926,1.0013763788501255,0,0.8395620124823743,0.3521173196338097
0.9461436027603334,1.3707604889309124,0,0.06754259789917783,0.9598810056813935
1.6142227139694363,1.1491243230405275,1,0.5220060208075309,0.5952134158559033
2.147023790187669,0.8588534356898085,0,0.8844460324240669,0.11761814406689082
2.1638216045080085,0.7913846144848956,0,0.8958728111772364,0.006608768325700531
1.886914248005673,1.2385009290197355,1,0.7075055011489382,0.742268619406662
1.5560242736824899,0.7886979791711958,0,0.4824163046542073,0.0021883308007547343
1.4142480681032121,1.3214551889136734,1,0.3859724874573092,0.8787568585879915
1.866041005270223,0.9610678947804774,0,0.6933063963100197,0.28579602375618846
2.209781754979045,1.2537489356881149,0,0.9271373829173228,0.7673568256525278
2.29955131928106,0.8835227109786931,0,0.9882034794037853,0.15820757190777962
1.679227891058194,1.193061477014898,1,0.5662260462369353,0.667505119600451
2.00259588309545,1.2595803844217976,0,0.786198384923417,0.7769515609989005
0.9047764806317076,1.356421658616697,0,0.03940245161557553,0.9362887066962736
2.003481034373509,1.1475079901205854,0,0.7868005125350565,0.5925539932481219
0.9472024137513959,0.9373805501204502,0,0.06826285820838042,0.2468222089374917
1.2061592370238847,1.1619246319534997,0,0.2444192479462627,0.6162743188974399
1.8896299246348913,1.1738776616543922,0,0.7093528507752318,0.6359411567288287
1.4608779637273526,0.9815107046489886,0,0.41769265595180555,0.31943146485878215
1.5713580072942472,1.1183444166659946,1,0.49284713679106634,0.5445699018447178
0.8533720140575547,0.9203086417585442,0,0.004434362597214338,0.21873305818428443
1.73919768839992,1.1419023114955698,1,0.6070207349403677,0.5833307272467974
2.1876721011513327,0.8589424877857015,0,0.9120972046071886,0.11776466533993182
1.966772940831961,1.125648935334807,0,0.7618296886319714,0.5565883430006999
1.4163342314380998,1.0357433259189117,0,0.3873916082081483,0.40866274716765666
1.983848763782755,0.8446267448355376,0,0.7734455838410734,0.09421035299553117
1.7826146454023135,0.8797784952821814,0,0.6365552893973424,0.15204705154167228
1.1530274530985294,0.7999100593037868,0,0.2082761445580378,0.02063605219341036
2.277818689267132,1.1796431395216198,0,0.9734197730144994,0.6454273473493338
1.4773748975324117,1.226346675336978,1,0.42891475956012076,0.7222706990365234
2.1598424061619266,1.371149353594504,0,0.8931659459715292,0.9605208215664526
1.1309256132850554,1.1893933707046087,0,0.19324128176158722,0.6614698253062048
1.401066242699679,1.3032602999787617,1,0.3770054992779782,0.8488200192261417
1.279937623897348,1.3951438460710663,0,0.2946072835734931,1.0
1.9880909751350784,1.2021465894167842,0,0.7763313646708142,0.6824532487994016
2.1577894133193265,0.7982336246164491,0,0.891769389577533,0.01787774154282079
1.6944241589886926,0.9164338438702976,0,0.5765633668075905,0.21235768527846258
0.9896773376636241,1.0898558524028594,0,0.09715659097902128,0.49769643232005484
2.2636497052996836,1.2458622041602017,0,0.9637812663691917,0.7543804444453776
0.8468533265826261,0.8552920956042404,0,0.0,0.11175851686960679
1.430879429387709,1.097220726757628,0,0.39728603588318145,0.5098141793020581
1.3543636905767178,0.8789624394199863,0,0.34523590591658126,0.15070435946236227
0.847939551017436,1.2720386441990317,0,0.0007389084113062189,0.7974496757724194
1.9759771364722605,0.8909503479646155,0,0.7680908786402,0.17042858496705895
1.1804669891837407,0.9382868555603545,0,0.22694199607633103,0.24831339255857593
1.388002564409566,1.3457704885437873,1,0.3681188811336787,0.9187638749356016
2.2168891455637656,1.2387248240666495,0,0.9319722131026775,0.7426370036313394
1.777385371964531,1.1856261016930862,1,0.632998055731471,0.6552713743217404
1.2808472017433763,1.2932709522719978,1,0.2952260274533301,0.8323841124889895
2.1350586501268305,1.038647101754493,0,0.8763066991978189,0.41344045540449115
2.0183481075509837,0.7873679644895751,0,0.796913897090122,0.0
1.0331486534549126,1.2072253604747925,0,0.12672812321430382,0.6908095709436644
1.6199838113874163,0.9510419588408556,0,0.525925029811637,0.2692999168137193
1.2902584040581477,1.0780834074129715,0,0.3016280345598139,0.4783267183405285
2.2218816183233567,0.8873687199655962,0,0.9353683621829776,0.16453557718646136
1.5148325837963073,1.26062514176092,1,0.45439549683823793,0.7786705455305075
1.533597744458516,1.0939102945448975,0,0.4671605706190036,0.5043673817027253
1.488078682487255,0.8282710505969781,0,0.4361960510524549,0.0672996203813966
1.5543044716706036,1.1113261672466364,1,0.4812464026232458,0.5330224718922555
2.152567977534051,1.1717942997426738,0,0.8882174875053699,0.6325133110790517
2.304551900116361,1.1267906981169427,0,0.9916051440342328,0.5584669347920767
1.1105756492625931,0.7903762392760406,0,0.17939813930953202,0.004949644889885497
2.038474095510911,1.1358242520626374,0,0.8106046789514606,0.5733302326284246
2.0302612321424256,1.2108950503034017,0,0.8050178465902968,0.6968474706692349
